smart-TV,#genre#
Rania,https://smart.dxjc.pp.ua/smart.php?id=Rania&token=tmxk
KBS World,https://smart.dxjc.pp.ua/smart.php?id=KBS&token=tmxk
Boo,https://smart.dxjc.pp.ua/smart.php?id=Boo&token=tmxk
Awesome TV,https://smart.dxjc.pp.ua/smart.php?id=Dsangat&token=tmxk
Astro Sonypix,https://smart.dxjc.pp.ua/smart.php?id=Asonypix&token=tmxk
Sony HD,https://smart.dxjc.pp.ua/smart.php?id=SetOne&token=tmxk
TvN,https://smart.dxjc.pp.ua/smart.php?id=TVN&token=tmxk
AEC,https://smart.dxjc.pp.ua/smart.php?id=AEC&token=tmxk
华丽台 HD （Wah Lai Toi）,https://smart.dxjc.pp.ua/smart.php?id=Wlt&token=tmxk
欢喜台 HD （Hua Hee Tai）,https://smart.dxjc.pp.ua/smart.php?id=Huahee&token=tmxk
Astro QJ,https://smart.dxjc.pp.ua/smart.php?id=Quanjia&token=tmxk
TVB Jade,https://smart.dxjc.pp.ua/smart.php?id=Tvbjade&token=tmxk
TVB Asia,https://smart.dxjc.pp.ua/smart.php?id=Tvbasia&token=tmxk
TVB Entertainment,https://smart.dxjc.pp.ua/smart.php?id=Tvbentertainment&token=tmxk
TVB Classic,https://smart.dxjc.pp.ua/smart.php?id=Tvbclassic&token=tmxk
AOD,https://smart.dxjc.pp.ua/smart.php?id=Aodhd&token=tmxk
One,https://smart.dxjc.pp.ua/smart.php?id=One&token=tmxk
TVB 星河台 Xing He,https://smart.dxjc.pp.ua/smart.php?id=Xinhe&token=tmxk
爱奇艺 iQiyi,https://smart.dxjc.pp.ua/smart.php?id=Qiyi&token=tmxk
Animal Planet (Eng),https://smart.dxjc.pp.ua/smart.php?id=AnimalPlanet&token=tmxk
tvN Movie,https://smart.dxjc.pp.ua/smart.php?id=Tvnmovie&token=tmxk
CNN backup,https://smart.dxjc.pp.ua/smart.php?id=cnn_twn&token=tmxk
Celestial Classic,https://smart.dxjc.pp.ua/smart.php?id=Celestial2&token=tmxk
CNBC,https://smart.dxjc.pp.ua/smart.php?id=cnbc_twn&token=tmxk
TLC,https://smart.dxjc.pp.ua/smart.php?id=Tlc&token=tmxk
CNA,https://smart.dxjc.pp.ua/smart.php?id=cna&token=tmxk
BBC World News,https://smart.dxjc.pp.ua/smart.php?id=bbcnews_twn&token=tmxk
Foodnetwork Hd,https://smart.dxjc.pp.ua/smart.php?id=Foodnetwork&token=tmxk
HGTV,https://smart.dxjc.pp.ua/smart.php?id=HGTV&token=tmxk
Goshop,https://smart.dxjc.pp.ua/smart.php?id=Goshop&token=tmxk
Celestial Movies HD,https://smart.dxjc.pp.ua/smart.php?id=Celestial&token=tmxk
Axn HD,https://smart.dxjc.pp.ua/smart.php?id=Axn&token=tmxk
Paramount Network,https://smart.dxjc.pp.ua/smart.php?id=Paramountnetwork&token=tmxk
Astrol Kplus,https://smart.dxjc.pp.ua/smart.php?id=Kplus&token=tmxk
AFC 亚洲旅游台,https://smart.dxjc.pp.ua/smart.php?id=asiatravel_twn&token=tmxk
Rock Actions,https://smart.dxjc.pp.ua/smart.php?id=Rockaction&token=tmxk
Bloomberg News,https://smart.dxjc.pp.ua/smart.php?id=bloomberg_twn&token=tmxk
Al-Jazeera,https://smart.dxjc.pp.ua/smart.php?id=aljazeera_twn&token=tmxk
Rock Entertainment,https://smart.dxjc.pp.ua/smart.php?id=Rockentertain&token=tmxk
RTM Sports HD,https://smart.dxjc.pp.ua/smart.php?id=Rtmsport&token=tmxk
Arena,https://smart.dxjc.pp.ua/smart.php?id=Arena&token=tmxk
Arena 2,https://smart.dxjc.pp.ua/smart.php?id=Arena2&token=tmxk
BolaArena 1,https://smart.dxjc.pp.ua/smart.php?id=Bolaarena1&token=tmxk
BolaArena 2,https://smart.dxjc.pp.ua/smart.php?id=Bolaarena2&token=tmxk
Astro LOL,https://smart.dxjc.pp.ua/smart.php?id=Astro_lol&token=tmxk
Astro Rusi,https://smart.dxjc.pp.ua/smart.php?id=Rusi&token=tmxk
WION,https://smart.dxjc.pp.ua/smart.php?id=Wion&token=tmxk
RTM Asean,https://smart.dxjc.pp.ua/smart.php?id=Rtmasean&token=tmxk
TVRI National,https://smart.dxjc.pp.ua/smart.php?id=TVRI&token=tmxk
RCTI,https://smart.dxjc.pp.ua/smart.php?id=Rcti&token=tmxk
Kompass TV,https://smart.dxjc.pp.ua/smart.php?id=Kompass&token=tmxk
Berita Satu,https://smart.dxjc.pp.ua/smart.php?id=BeritaSatu_eko&token=tmxk
Indosiar HD,https://smart.dxjc.pp.ua/smart.php?id=Indosiar&token=tmxk
AnTV,https://smart.dxjc.pp.ua/smart.php?id=Antv&token=tmxk
MNC TV,https://smart.dxjc.pp.ua/smart.php?id=Mnctv&token=tmxk
Trans 7,https://smart.dxjc.pp.ua/smart.php?id=Trans7_eko&token=tmxk
Transtv,https://smart.dxjc.pp.ua/smart.php?id=Transtv&token=tmxk
JTV,https://smart.dxjc.pp.ua/smart.php?id=JTV_eko&token=tmxk
Metro TV,https://smart.dxjc.pp.ua/smart.php?id=metrotv_eko&token=tmxk
Cinemax,https://smart.dxjc.pp.ua/smart.php?id=Cinemax&token=tmxk
SCTV,https://smart.dxjc.pp.ua/smart.php?id=SCTV&token=tmxk
Tvone,https://smart.dxjc.pp.ua/smart.php?id=Tvone&token=tmxk
TVMU,https://smart.dxjc.pp.ua/smart.php?id=TVMU_eko&token=tmxk
GTV,https://smart.dxjc.pp.ua/smart.php?id=Gtv&token=tmxk
RTV,https://smart.dxjc.pp.ua/smart.php?id=Rtv&token=tmxk
Jak TV,https://smart.dxjc.pp.ua/smart.php?id=JakTV&token=tmxk
iNews TV,https://smart.dxjc.pp.ua/smart.php?id=Inewstv&token=tmxk
Daai TV,https://smart.dxjc.pp.ua/smart.php?id=DaaiTV&token=tmxk
Net TV,https://smart.dxjc.pp.ua/smart.php?id=NetTV&token=tmxk
Animax,https://smart.dxjc.pp.ua/smart.php?id=Animax&token=tmxk
EWTN,https://smart.dxjc.pp.ua/smart.php?id=Ewtn&token=tmxk
AlQuran AlKareem,https://smart.dxjc.pp.ua/smart.php?id=AlQuran&token=tmxk
Tawaf TV,https://smart.dxjc.pp.ua/smart.php?id=TawafTV&token=tmxk
Vision Prime,https://smart.dxjc.pp.ua/smart.php?id=VisionPrime&token=tmxk
Muslim TV,https://smart.dxjc.pp.ua/smart.php?id=MuslimTV&token=tmxk
Music TV,https://smart.dxjc.pp.ua/smart.php?id=MusicTV&token=tmxk
Lifestyle&Fashion,https://smart.dxjc.pp.ua/smart.php?id=Lifestyle&token=tmxk
Entertain,https://smart.dxjc.pp.ua/smart.php?id=Entertain&token=tmxk
Hits,https://smart.dxjc.pp.ua/smart.php?id=Hits&token=tmxk
Warner TV,https://smart.dxjc.pp.ua/smart.php?id=WarnerTV&token=tmxk
SCM,https://smart.dxjc.pp.ua/smart.php?id=Weishimovie&token=tmxk
Thrill,https://smart.dxjc.pp.ua/smart.php?id=Thrill&token=tmxk
Fight Sports,https://smart.dxjc.pp.ua/smart.php?id=Fs&token=tmxk
Hits Movie,https://smart.dxjc.pp.ua/smart.php?id=Hitsmovie&token=tmxk
One,https://smart.dxjc.pp.ua/smart.php?id=One&token=tmxk
tvN Movie,https://smart.dxjc.pp.ua/smart.php?id=Tvnmovie&token=tmxk
Celestial Movies HD,https://smart.dxjc.pp.ua/smart.php?id=Celestialindo&token=tmxk
Rock Actions,https://smart.dxjc.pp.ua/smart.php?id=Rockaction&token=tmxk
Rock Entertainment,https://smart.dxjc.pp.ua/smart.php?id=Rockentertain&token=tmxk
Sun TV HD,https://smart.dxjc.pp.ua/smart.php?id=Suntv&token=tmxk
Star Vijay,https://smart.dxjc.pp.ua/smart.php?id=Starvijay&token=tmxk
Colors Tamil,https://smart.dxjc.pp.ua/smart.php?id=Colorstam&token=tmxk
Sun Music,https://smart.dxjc.pp.ua/smart.php?id=Sunmusic&token=tmxk
Astro Sunlife,https://smart.dxjc.pp.ua/smart.php?id=Sunlife&token=tmxk
Astro Vaanavil,https://smart.dxjc.pp.ua/smart.php?id=Vaanavil&token=tmxk
Zee Tamil,https://smart.dxjc.pp.ua/smart.php?id=Zeetamil&token=tmxk
Zee Business,https://smart.dxjc.pp.ua/smart.php?id=Zeebusiness&token=tmxk
News 18 Tamil,https://smart.dxjc.pp.ua/smart.php?id=news18tamil_raj&token=tmxk
Adithya,https://smart.dxjc.pp.ua/smart.php?id=Adithya&token=tmxk
Makkal TV,https://smart.dxjc.pp.ua/smart.php?id=Makkaltv&token=tmxk
Zee Action,https://smart.dxjc.pp.ua/smart.php?id=Zeeaction&token=tmxk
Astro KTV,https://smart.dxjc.pp.ua/smart.php?id=Astroktv&token=tmxk
Zee TV HD,https://smart.dxjc.pp.ua/smart.php?id=Zeetvhd&token=tmxk
Zee Cinema HD,https://smart.dxjc.pp.ua/smart.php?id=Zeecinemahd&token=tmxk
Color HD,https://smart.dxjc.pp.ua/smart.php?id=Colorhd&token=tmxk
Starplus HD,https://smart.dxjc.pp.ua/smart.php?id=Starplushd&token=tmxk
Picture HD,https://smart.dxjc.pp.ua/smart.php?id=Npicture&token=tmxk
Zee News,https://smart.dxjc.pp.ua/smart.php?id=Zeenews&token=tmxk
Asianet,https://smart.dxjc.pp.ua/smart.php?id=asianet_raj&token=tmxk
Asianet News,https://smart.dxjc.pp.ua/smart.php?id=asianetnews_raj&token=tmxk
Discovery World Tamil,https://smart.dxjc.pp.ua/smart.php?id=discoveryworldtam_raj&token=tmxk
History Tamil,https://smart.dxjc.pp.ua/smart.php?id=historytam_raj&token=tmxk
NatGeo Tamil,https://smart.dxjc.pp.ua/smart.php?id=natgeotamil_raj&token=tmxk
Natgeo Wild Tamil,https://smart.dxjc.pp.ua/smart.php?id=natgeowildtamil_raj&token=tmxk
Astro Sonypix,https://smart.dxjc.pp.ua/smart.php?id=Asonypix&token=tmxk
Discovery Kids Tamil,https://smart.dxjc.pp.ua/smart.php?id=discoverykidtamil_raj&token=tmxk
Discovery Tamil,https://smart.dxjc.pp.ua/smart.php?id=discoverytamil_raj&token=tmxk
Sony Yay Tamil,https://smart.dxjc.pp.ua/smart.php?id=sonyyaytam_raj&token=tmxk
Sun TV India,https://smart.dxjc.pp.ua/smart.php?id=suntv_raj&token=tmxk
Starmaa HD,https://smart.dxjc.pp.ua/smart.php?id=starmaa_raj&token=tmxk
Starmaa Movies HD,https://smart.dxjc.pp.ua/smart.php?id=starmaamovies_raj&token=tmxk
Bollyone,https://smart.dxjc.pp.ua/smart.php?id=Bollyone&token=tmxk
Astro Sunmusic,https://smart.dxjc.pp.ua/smart.php?id=Sunmusic&token=tmxk
Vijay Super,https://smart.dxjc.pp.ua/smart.php?id=vijaysuper_raj&token=tmxk
Vellithirai,https://smart.dxjc.pp.ua/smart.php?id=Vellithirai&token=tmxk
Channel 3 Thailand,https://smart.dxjc.pp.ua/smart.php?id=ch3_pat&token=tmxk
Channel 5 Thailand,https://smart.dxjc.pp.ua/smart.php?id=ch5_pat&token=tmxk
Channel 7 Thailand,https://smart.dxjc.pp.ua/smart.php?id=ch7_pat&token=tmxk
MCOT HD Thailand-1,https://smart.dxjc.pp.ua/smart.php?id=mcot_pat&token=tmxk
PPTV Thailand1,https://smart.dxjc.pp.ua/smart.php?id=pptv_pat&token=tmxk
Thai Thai,https://smart.dxjc.pp.ua/smart.php?id=thaithai_pat&token=tmxk
Amarin,https://smart.dxjc.pp.ua/smart.php?id=amarin_pat&token=tmxk
Ch 8,https://smart.dxjc.pp.ua/smart.php?id=ch8_pat&token=tmxk
GmmOne,https://smart.dxjc.pp.ua/smart.php?id=gmmone_pat&token=tmxk
Mono,https://smart.dxjc.pp.ua/smart.php?id=mono_pat&token=tmxk
Thairath,https://smart.dxjc.pp.ua/smart.php?id=thairath_pat&token=tmxk
tpbs,https://smart.dxjc.pp.ua/smart.php?id=tpbs_pat&token=tmxk
Workpoint,https://smart.dxjc.pp.ua/smart.php?id=workpoint_pat&token=tmxk
Gmm Channel,https://smart.dxjc.pp.ua/smart.php?id=gmmchannel_pat&token=tmxk
Nation,https://smart.dxjc.pp.ua/smart.php?id=nation_pat&token=tmxk
Tnn24,https://smart.dxjc.pp.ua/smart.php?id=tnn24_pat&token=tmxk
Nbt,https://smart.dxjc.pp.ua/smart.php?id=nbt_pat&token=tmxk
New,https://smart.dxjc.pp.ua/smart.php?id=new_pat&token=tmxk
TPTV,https://smart.dxjc.pp.ua/smart.php?id=tptv_pat&token=tmxk
BBC 1,https://smart.dxjc.pp.ua/smart.php?id=bbc1_antik&token=tmxk
BBC 2,https://smart.dxjc.pp.ua/smart.php?id=bbc2_antik&token=tmxk
CBBC,https://smart.dxjc.pp.ua/smart.php?id=cbbc_antik&token=tmxk
More4,https://smart.dxjc.pp.ua/smart.php?id=more4_antik&token=tmxk
Freesports,https://smart.dxjc.pp.ua/smart.php?id=freesports_antik&token=tmxk
Skynews,https://smart.dxjc.pp.ua/smart.php?id=skynews_twn&token=tmxk
Pick TV,https://smart.dxjc.pp.ua/smart.php?id=picktv_antik&token=tmxk
itv 1,https://smart.dxjc.pp.ua/smart.php?id=itv1_antik&token=tmxk
itv 2,https://smart.dxjc.pp.ua/smart.php?id=itv2_antik&token=tmxk
Euronews,https://smart.dxjc.pp.ua/smart.php?id=euronews_antik&token=tmxk
Channel 4,https://smart.dxjc.pp.ua/smart.php?id=channel4_antik&token=tmxk
NatGeo HD,https://smart.dxjc.pp.ua/smart.php?id=Natgeo&token=tmxk
CBeebies,https://smart.dxjc.pp.ua/smart.php?id=Cbeebies&token=tmxk
History,https://smart.dxjc.pp.ua/smart.php?id=History&token=tmxk
Kids TV,https://smart.dxjc.pp.ua/smart.php?id=KidsTV&token=tmxk
France 24,https://smart.dxjc.pp.ua/smart.php?id=france24_twn&token=tmxk
DW (Deutsch),https://smart.dxjc.pp.ua/smart.php?id=dw_twn&token=tmxk
BBC Earth HD,https://smart.dxjc.pp.ua/smart.php?id=bbcearth_twn&token=tmxk
BBC Earth Lifestyle,https://smart.dxjc.pp.ua/smart.php?id=bbclifestyle_twn&token=tmxk
MTV Live,https://smart.dxjc.pp.ua/smart.php?id=mtvhd_twn&token=tmxk
Star Movies HD,https://smart.dxjc.pp.ua/smart.php?id=starmovies_raj&token=tmxk
NHK World,https://smart.dxjc.pp.ua/smart.php?id=nhkworld_japan&token=tmxk
Warner TV,https://smart.dxjc.pp.ua/smart.php?id=WarnerTV&token=tmxk
HBO HD,https://smart.dxjc.pp.ua/smart.php?id=Hbo&token=tmxk
NatGeo Wild HD,https://smart.dxjc.pp.ua/smart.php?id=Natgeowild&token=tmxk
Nickelodeon,https://smart.dxjc.pp.ua/smart.php?id=Nickelodeon&token=tmxk
Nick Jr,https://smart.dxjc.pp.ua/smart.php?id=Nickjr&token=tmxk
Thrill,https://smart.dxjc.pp.ua/smart.php?id=Thrill&token=tmxk
CGTN,https://smart.dxjc.pp.ua/smart.php?id=CGTN&token=tmxk
Hits Movie,https://smart.dxjc.pp.ua/smart.php?id=Hitsmovie&token=tmxk
Animal Planet (Eng),https://smart.dxjc.pp.ua/smart.php?id=AnimalPlanet&token=tmxk
CNBC,https://smart.dxjc.pp.ua/smart.php?id=cnbc_twn&token=tmxk
TLC,https://smart.dxjc.pp.ua/smart.php?id=Tlc&token=tmxk
BBC World News,https://smart.dxjc.pp.ua/smart.php?id=bbcworldnews_antik&token=tmxk
HGTV,https://smart.dxjc.pp.ua/smart.php?id=HGTV&token=tmxk
Axn HD,https://smart.dxjc.pp.ua/smart.php?id=Axn&token=tmxk
Skysports F1,https://smart.dxjc.pp.ua/smart.php?id=tiankongf1&token=tmxk
Skysports Cricket,https://smart.dxjc.pp.ua/smart.php?id=tiankongcricket&token=tmxk
Bloomberg News,https://smart.dxjc.pp.ua/smart.php?id=bloomberg_twn&token=tmxk
Skysports EPL,https://smart.dxjc.pp.ua/smart.php?id=tiankongepl&token=tmxk
Skysports Main Event,https://smart.dxjc.pp.ua/smart.php?id=tiankongmain&token=tmxk
Skysports News,https://smart.dxjc.pp.ua/smart.php?id=tiankongnews&token=tmxk
Al-Jazeera,https://smart.dxjc.pp.ua/smart.php?id=aljazeera_twn&token=tmxk

GPT-BXTV,#genre#
TVB Plus,http://bxtv.3a.ink/api.php?id=tvbp
明珠台,http://bxtv.3a.ink/api.php?id=mz
無線新聞台,http://bxtv.3a.ink/api.php?id=wxxw
美亞電影台,http://bxtv.3a.ink/api.php?id=meiya
千禧經典台,http://bxtv.3a.ink/api.php?id=qxjd
翡翠台,http://bxtv.3a.ink/api.php?id=fct
鳳凰衛視中文台,http://bxtv.3a.ink/api.php?id=fhzw
鳳凰衛視資訊台,http://bxtv.3a.ink/api.php?id=fhzx
鳳凰衛視香港台,http://bxtv.3a.ink/api.php?id=fhhk
GPT-香港,#genre#
翡翠台,http://tv.tslgpt.top:5050/smart.php?id=jade_twn&token=boxgpt
翡翠台,http://tv.tslgpt.top:5050/smart.php?id=Jade_xue&token=boxgpt
明珠台,http://tv.tslgpt.top:5050/smart.php?id=pearl_twn&token=boxgpt
无线新闻,http://tv.tslgpt.top:5050/smart.php?id=inews_twn&token=boxgpt
TVBPLUS,http://tv.tslgpt.top:5050/smart.php?id=j2_twn&token=boxgpt
ViuTV,http://tv.tslgpt.top:5050/smart.php?id=viu1_twn&token=boxgpt
ViuTV 6,http://tv.tslgpt.top:5050/smart.php?id=viusix_twn&token=boxgpt
RTHK 31,http://tv.tslgpt.top:5050/smart.php?id=rhk31_twn&token=boxgpt
RTHK 32,http://tv.tslgpt.top:5050/smart.php?id=rhk32_twn&token=boxgpt
HOY TV,http://tv.tslgpt.top:5050/smart.php?id=hoycaijing_twn&token=boxgpt
凤凰中文,http://tv.tslgpt.top:5050/smart.php?id=phoenixtv_hd&token=boxgpt
凤凰资讯,http://tv.tslgpt.top:5050/smart.php?id=phoenixinfo_hd&token=boxgpt
凤凰香港,http://tv.tslgpt.top:5050/smart.php?id=hkphoenix_twn&token=boxgpt
GPT-台湾,#genre#
台视 HD,http://tv.tslgpt.top:5050/smart.php?id=ttv_taiwan&token=boxgpt
台视新闻,http://tv.tslgpt.top:5050/smart.php?id=ttvnews_twn&token=boxgpt
台视综合,http://tv.tslgpt.top:5050/smart.php?id=ttvzhonghe&token=boxgpt
中视 HD,http://tv.tslgpt.top:5050/smart.php?id=zhongshihd_twn&token=boxgpt
中视新闻,http://tv.tslgpt.top:5050/smart.php?id=zhongshinews_twn&token=boxgpt
中视经典,http://tv.tslgpt.top:5050/smart.php?id=zhongshi_twn&token=boxgpt
华视 HD,http://tv.tslgpt.top:5050/smart.php?id=ctshd_twn&token=boxgpt
公视 HD,http://tv.tslgpt.top:5050/smart.php?id=ctv_taiwan&token=boxgpt
公视台语台,http://tv.tslgpt.top:5050/smart.php?id=ctv2_twn&token=boxgpt
三立台湾台,http://tv.tslgpt.top:5050/smart.php?id=sanlitaiwan&token=boxgpt
三立都会台,http://tv.tslgpt.top:5050/smart.php?id=sanlidouhui&token=boxgpt
三立综合台,http://tv.tslgpt.top:5050/smart.php?id=sanlizhonghe&token=boxgpt
三立戏剧台,http://tv.tslgpt.top:5050/smart.php?id=sanlixiju_twn&token=boxgpt
东森新闻台,http://tv.tslgpt.top:5050/smart.php?id=ettvnews&token=boxgpt
东森财经新闻台,http://tv.tslgpt.top:5050/smart.php?id=ettvcaijing_twn&token=boxgpt
东森综合台,http://tv.tslgpt.top:5050/smart.php?id=ettvzhonghe&token=boxgpt
东森戏剧台,http://tv.tslgpt.top:5050/smart.php?id=ettvdrama&token=boxgpt
东森电影台,http://tv.tslgpt.top:5050/smart.php?id=ettvmovie&token=boxgpt
东森洋片台,http://tv.tslgpt.top:5050/smart.php?id=ettvwestern&token=boxgpt
东森幼幼台,http://tv.tslgpt.top:5050/smart.php?id=yoyo_twn&token=boxgpt
东森超视,http://tv.tslgpt.top:5050/smart.php?id=ettvsuper&token=boxgpt
TVBS HD,http://tv.tslgpt.top:5050/smart.php?id=tvbs&token=boxgpt
TVBS 新闻台,http://tv.tslgpt.top:5050/smart.php?id=tvbs_n&token=boxgpt
TVBS 欢乐台,http://tv.tslgpt.top:5050/smart.php?id=tvbshuanle_twn&token=boxgpt
民视 HD,http://tv.tslgpt.top:5050/smart.php?id=ftvhd_taiwan&token=boxgpt
民视新闻台,http://tv.tslgpt.top:5050/smart.php?id=ftvnew_taiwan&token=boxgpt
民视台湾台,http://tv.tslgpt.top:5050/smart.php?id=ftvtaiwan_twn&token=boxgpt
中天综合,http://tv.tslgpt.top:5050/smart.php?id=ctizhonghe&token=boxgpt
中天娱乐,http://tv.tslgpt.top:5050/smart.php?id=ctient&token=boxgpt
中天亚洲,http://tv.tslgpt.top:5050/smart.php?id=ctiasia_twn&token=boxgpt
中天新闻,http://tv.tslgpt.top:5050/smart.php?id=ctinews&token=boxgpt
寰宇新闻台,http://tv.tslgpt.top:5050/smart.php?id=huanyuxinwen_twn&token=boxgpt
寰宇财经台,http://tv.tslgpt.top:5050/smart.php?id=huanyutaiwan_twn&token=boxgpt
八大第一台,http://tv.tslgpt.top:5050/smart.php?id=badafirst&token=boxgpt
八大综合台,http://tv.tslgpt.top:5050/smart.php?id=badazhonghe&token=boxgpt
八大戏剧台,http://tv.tslgpt.top:5050/smart.php?id=badadrama&token=boxgpt
八大娱乐台,http://tv.tslgpt.top:5050/smart.php?id=badaentertain&token=boxgpt
纬来体育,http://tv.tslgpt.top:5050/smart.php?id=videolandsport&token=boxgpt
纬来精彩,http://tv.tslgpt.top:5050/smart.php?id=videolandspecial_twn&token=boxgpt
纬来日本,http://tv.tslgpt.top:5050/smart.php?id=videolandjapan&token=boxgpt
纬来电影,http://tv.tslgpt.top:5050/smart.php?id=videolandmovie&token=boxgpt
纬来综合,http://tv.tslgpt.top:5050/smart.php?id=videolandzonghe&token=boxgpt
纬来育乐,http://tv.tslgpt.top:5050/smart.php?id=videolandyule&token=boxgpt
爱尔达综合台,http://tv.tslgpt.top:5050/smart.php?id=eltazonghe_twn&token=boxgpt
爱尔达影剧台,http://tv.tslgpt.top:5050/smart.php?id=eltayingju_twn&token=boxgpt
爱尔达体育1台,http://tv.tslgpt.top:5050/smart.php?id=eltasport_twn&token=boxgpt
爱尔达体育2台,http://tv.tslgpt.top:5050/smart.php?id=eltasport2_twn&token=boxgpt
爱尔达体育3台,http://tv.tslgpt.top:5050/smart.php?id=eltasport3_twn&token=boxgpt
非凡新闻,http://tv.tslgpt.top:5050/smart.php?id=feifannews_twn&token=boxgpt
年代新闻,http://tv.tslgpt.top:5050/smart.php?id=niandainews_twn&token=boxgpt
龙华戏剧,http://tv.tslgpt.top:5050/smart.php?id=lunghuaxiju_twn&token=boxgpt
龙华偶像,http://tv.tslgpt.top:5050/smart.php?id=lunghuaidol_twn&token=boxgpt
龙华电影,http://tv.tslgpt.top:5050/smart.php?id=xingwei_movie&token=boxgpt
龙华洋片,http://tv.tslgpt.top:5050/smart.php?id=lunghuawestern_twn&token=boxgpt
龙华经典,http://tv.tslgpt.top:5050/smart.php?id=lunghuajingdian_twn&token=boxgpt
靖天国际,http://tv.tslgpt.top:5050/smart.php?id=jingtianintl_twn&token=boxgpt
靖天卡通,http://tv.tslgpt.top:5050/smart.php?id=jingtiancartoon_twn&token=boxgpt
大愛電視,http://tv.tslgpt.top:5050/smart.php?id=daai_twn&token=boxgpt
大愛二台,http://tv.tslgpt.top:5050/smart.php?id=daai2_twn&token=boxgpt
EYE 旅游台,http://tv.tslgpt.top:5050/smart.php?id=eyetvtravel_twn&token=boxgpt
EYE 戏剧台,http://tv.tslgpt.top:5050/smart.php?id=eyetvxiju_twn&token=boxgpt
亚洲美食,http://tv.tslgpt.top:5050/smart.php?id=afc_twn&token=boxgpt
美食星球,http://tv.tslgpt.top:5050/smart.php?id=foodplanet_twn&token=boxgpt
TLC旅遊生活,http://tv.tslgpt.top:5050/smart.php?id=tlc_twn&token=boxgpt
亚洲旅游台,http://tv.tslgpt.top:5050/smart.php?id=asiatravel_twn&token=boxgpt
Arirang,http://tv.tslgpt.top:5050/smart.php?id=arirang_twn&token=boxgpt
AXN Taiwan,http://tv.tslgpt.top:5050/smart.php?id=axn_twn&token=boxgpt
MTV Live,http://tv.tslgpt.top:5050/smart.php?id=mtvhd_twn&token=boxgpt
HBO_HD,http://tv.tslgpt.top:5050/smart.php?id=hbohd_twn&token=boxgpt
HBO_HITS,http://tv.tslgpt.top:5050/smart.php?id=hbohit_twn&token=boxgpt
CINEMAX,http://tv.tslgpt.top:5050/smart.php?id=cinemax_twn&token=boxgpt
好萊塢電影台,http://tv.tslgpt.top:5050/smart.php?id=hollywoodmovies_twn&token=boxgpt
卫视电影台,http://tv.tslgpt.top:5050/smart.php?id=weishimovie_twn&token=boxgpt
龙祥时代,http://tv.tslgpt.top:5050/smart.php?id=lungxiangtime_twn&token=boxgpt
美亚电影,http://tv.tslgpt.top:5050/smart.php?id=meiyamovie_twn&token=boxgpt
華藝綜合,http://tv.tslgpt.top:5050/smart.php?id=weishichinese_twn&token=boxgpt
博斯运动一台,http://tv.tslgpt.top:5050/smart.php?id=bosisport1_twn&token=boxgpt
博斯运动二台,http://tv.tslgpt.top:5050/smart.php?id=bosisport2_twn&token=boxgpt
博斯高球一台,http://tv.tslgpt.top:5050/smart.php?id=bosigolf1_twn&token=boxgpt
博斯高球二台,http://tv.tslgpt.top:5050/smart.php?id=bosigolf2_twn&token=boxgpt
博斯网球台,http://tv.tslgpt.top:5050/smart.php?id=bositennis_twn&token=boxgpt
博斯无限台,http://tv.tslgpt.top:5050/smart.php?id=bosiunlimited_twn&token=boxgpt
好消息 2,http://tv.tslgpt.top:5050/smart.php?id=good2_twn&token=boxgpt
GPT-央视,#genre#
CCTV-1 综合,http://tv.tslgpt.top:5050/smart.php?id=cctv1&token=boxgpt
CCTV-2 财经,http://tv.tslgpt.top:5050/smart.php?id=cctv2&token=boxgpt
CCTV-3 综艺,http://tv.tslgpt.top:5050/smart.php?id=cctv3&token=boxgpt
CCTV-4 中文国际,http://tv.tslgpt.top:5050/smart.php?id=Cctv4&token=boxgpt
CCTV-4 中文国际,http://tv.tslgpt.top:5050/smart.php?id=cctv4&token=boxgpt
CCTV-5 体育,http://tv.tslgpt.top:5050/smart.php?id=cctv5&token=boxgpt
CCTV-6 电影,http://tv.tslgpt.top:5050/smart.php?id=cctv6&token=boxgpt
CCTV-7 国防军事,http://tv.tslgpt.top:5050/smart.php?id=cctv7&token=boxgpt
CCTV-8 电视剧,http://tv.tslgpt.top:5050/smart.php?id=cctv8hd&token=boxgpt
CCTV-9 记录,http://tv.tslgpt.top:5050/smart.php?id=cctv9hd&token=boxgpt
CCTV-10 科教,http://tv.tslgpt.top:5050/smart.php?id=cctv10hd&token=boxgpt
CCTV-11 戏曲,http://tv.tslgpt.top:5050/smart.php?id=cctv11&token=boxgpt
CCTV-12 社会与法,http://tv.tslgpt.top:5050/smart.php?id=cctv12&token=boxgpt
CCTV-13 新闻,http://tv.tslgpt.top:5050/smart.php?id=cctv13&token=boxgpt
CCTV-14 少儿,http://tv.tslgpt.top:5050/smart.php?id=cctv14&token=boxgpt
CCTV-15 音乐,http://tv.tslgpt.top:5050/smart.php?id=cctv15&token=boxgpt
CCTV-16 奥林匹克,http://tv.tslgpt.top:5050/smart.php?id=cctv16&token=boxgpt
CCTV-17 农业农村,http://tv.tslgpt.top:5050/smart.php?id=cctv17&token=boxgpt
CCTV-5+ 体育赛事,http://tv.tslgpt.top:5050/smart.php?id=cctv5plus&token=boxgpt
GPT-卫视,#genre#
湖南卫视,http://tv.tslgpt.top:5050/smart.php?id=hunan_twn&token=boxgpt
